datetime,latitude,longitude,aod_550,aod_470,angstrom_exponent
2025-07-20 17:44:02.293211,22.0,93.5,0.238,0.262,0.84
2025-07-20 17:44:02.293211,22.0,94.0,0.431,0.474,1.41
2025-07-20 17:44:02.293211,22.0,94.5,0.399,0.438,1.47
2025-07-20 17:44:02.293211,22.0,95.0,0.383,0.421,1.46
2025-07-20 17:44:02.293211,22.0,95.5,0.464,0.51,0.87
2025-07-20 17:44:02.293211,22.0,96.0,0.427,0.47,1.27
2025-07-20 17:44:02.293211,22.0,96.5,0.417,0.459,1.31
2025-07-20 17:44:02.293211,22.0,97.0,0.465,0.511,1.42
2025-07-20 17:44:02.293211,22.5,68.0,0.678,0.746,1.1
2025-07-20 17:44:02.293211,22.5,68.5,0.386,0.425,1.29
2025-07-20 17:44:02.293211,22.5,69.0,0.632,0.695,1.33
2025-07-20 17:44:02.293211,22.5,69.5,0.742,0.816,1.07
2025-07-20 17:44:02.293211,22.5,70.0,0.471,0.518,1.43
2025-07-20 17:44:02.293211,22.5,70.5,0.421,0.463,1.21
2025-07-20 17:44:02.293211,22.5,71.0,0.353,0.388,1.07
2025-07-20 17:44:02.293211,22.5,71.5,0.552,0.607,1.06
2025-07-20 17:44:02.293211,22.5,72.0,0.441,0.485,1.32
2025-07-20 17:44:02.293211,22.5,72.5,0.443,0.487,1.26
2025-07-20 17:44:02.293211,22.5,73.0,0.337,0.37,1.54
2025-07-20 17:44:02.293211,22.5,73.5,0.499,0.549,0.99
2025-07-20 17:44:02.293211,22.5,74.0,0.697,0.766,1.25
2025-07-20 17:44:02.293211,22.5,74.5,0.445,0.49,0.98
2025-07-20 17:44:02.293211,22.5,75.0,0.565,0.622,1.25
2025-07-20 17:44:02.293211,22.5,75.5,0.532,0.585,1.29
2025-07-20 17:44:02.293211,22.5,76.0,0.436,0.48,0.94
2025-07-20 17:44:02.293211,22.5,76.5,0.582,0.641,0.94
2025-07-20 17:44:02.293211,22.5,77.0,0.539,0.593,1.58
2025-07-20 17:44:02.293211,22.5,77.5,0.478,0.526,1.25
2025-07-20 17:44:02.293211,22.5,78.0,0.564,0.62,1.37
2025-07-20 17:44:02.293211,22.5,78.5,0.632,0.695,1.49
2025-07-20 17:44:02.293211,22.5,79.0,0.428,0.471,1.46
2025-07-20 17:44:02.293211,22.5,79.5,0.444,0.489,1.44
2025-07-20 17:44:02.293211,22.5,80.0,0.546,0.601,0.96
2025-07-20 17:44:02.293211,22.5,80.5,0.605,0.665,1.24
2025-07-20 17:44:02.293211,22.5,81.0,0.499,0.549,1.83
2025-07-20 17:44:02.293211,22.5,81.5,0.539,0.593,1.64
2025-07-20 17:44:02.293211,22.5,82.0,0.543,0.597,1.16
2025-07-20 17:44:02.293211,22.5,82.5,0.402,0.442,1.69
2025-07-20 17:44:02.293211,22.5,83.0,0.433,0.476,1.29
2025-07-20 17:44:02.293211,22.5,83.5,0.551,0.606,1.46
2025-07-20 17:44:02.293211,22.5,84.0,0.447,0.492,1.28
2025-07-20 17:44:02.293211,22.5,84.5,0.482,0.53,1.11
2025-07-20 17:44:02.293211,22.5,85.0,0.502,0.552,1.2
2025-07-20 17:44:02.293211,22.5,85.5,0.648,0.713,1.29
2025-07-20 17:44:02.293211,22.5,86.0,0.486,0.535,1.35
2025-07-20 17:44:02.293211,22.5,86.5,0.305,0.335,1.28
2025-07-20 17:44:02.293211,22.5,87.0,0.65,0.715,1.15
2025-07-20 17:44:02.293211,22.5,87.5,0.624,0.687,1.04
2025-07-20 17:44:02.293211,22.5,88.0,0.54,0.595,1.31
2025-07-20 17:44:02.293211,22.5,88.5,0.478,0.526,1.45
2025-07-20 17:44:02.293211,22.5,89.0,0.564,0.621,1.42
2025-07-20 17:44:02.293211,22.5,89.5,0.434,0.478,1.3
2025-07-20 17:44:02.293211,22.5,90.0,0.723,0.796,1.32
2025-07-20 17:44:02.293211,22.5,90.5,0.543,0.597,1.12
2025-07-20 17:44:02.293211,22.5,91.0,0.449,0.494,1.18
2025-07-20 17:44:02.293211,22.5,91.5,0.482,0.53,0.95
2025-07-20 17:44:02.293211,22.5,92.0,0.5,0.55,1.28
2025-07-20 17:44:02.293211,22.5,92.5,0.486,0.535,1.03
2025-07-20 17:44:02.293211,22.5,93.0,0.475,0.522,1.21
2025-07-20 17:44:02.293211,22.5,93.5,0.372,0.409,0.72
2025-07-20 17:44:02.293211,22.5,94.0,0.587,0.646,1.26
2025-07-20 17:44:02.293211,22.5,94.5,0.471,0.518,0.91
2025-07-20 17:44:02.293211,22.5,95.0,0.457,0.502,1.1
2025-07-20 17:44:02.293211,22.5,95.5,0.485,0.534,0.97
2025-07-20 17:44:02.293211,22.5,96.0,0.357,0.392,1.08
2025-07-20 17:44:02.293211,22.5,96.5,0.422,0.464,0.87
2025-07-20 17:44:02.293211,22.5,97.0,0.511,0.562,1.11
2025-07-20 17:44:02.293211,23.0,68.0,0.461,0.507,1.26
2025-07-20 17:44:02.293211,23.0,68.5,0.603,0.663,1.14
2025-07-20 17:44:02.293211,23.0,69.0,0.596,0.656,1.09
2025-07-20 17:44:02.293211,23.0,69.5,0.459,0.504,1.4
2025-07-20 17:44:02.293211,23.0,70.0,0.509,0.56,0.84
2025-07-20 17:44:02.293211,23.0,70.5,0.531,0.584,1.17
2025-07-20 17:44:02.293211,23.0,71.0,0.548,0.602,1.37
2025-07-20 17:44:02.293211,23.0,71.5,0.51,0.561,1.38
2025-07-20 17:44:02.293211,23.0,72.0,0.544,0.599,0.96
2025-07-20 17:44:02.293211,23.0,72.5,0.421,0.463,1.55
2025-07-20 17:44:02.293211,23.0,73.0,0.459,0.505,1.4
2025-07-20 17:44:02.293211,23.0,73.5,0.644,0.708,1.19
2025-07-20 17:44:02.293211,23.0,74.0,0.568,0.625,1.01
2025-07-20 17:44:02.293211,23.0,74.5,0.42,0.462,1.23
2025-07-20 17:44:02.293211,23.0,75.0,0.291,0.32,1.44
2025-07-20 17:44:02.293211,23.0,75.5,0.556,0.612,1.24
2025-07-20 17:44:02.293211,23.0,76.0,0.528,0.581,1.39
2025-07-20 17:44:02.293211,23.0,76.5,0.538,0.592,1.81
2025-07-20 17:44:02.293211,23.0,77.0,0.709,0.78,1.55
2025-07-20 17:44:02.293211,23.0,77.5,0.495,0.545,1.32
2025-07-20 17:44:02.293211,23.0,78.0,0.527,0.58,0.99
2025-07-20 17:44:02.293211,23.0,78.5,0.538,0.592,1.17
2025-07-20 17:44:02.293211,23.0,79.0,0.639,0.703,1.23
2025-07-20 17:44:02.293211,23.0,79.5,0.548,0.602,1.47
2025-07-20 17:44:02.293211,23.0,80.0,0.552,0.607,1.2
2025-07-20 17:44:02.293211,23.0,80.5,0.394,0.434,1.35
2025-07-20 17:44:02.293211,23.0,81.0,0.499,0.549,1.44
2025-07-20 17:44:02.293211,23.0,81.5,0.485,0.534,1.27
2025-07-20 17:44:02.293211,23.0,82.0,0.502,0.552,1.36
2025-07-20 17:44:02.293211,23.0,82.5,0.54,0.594,1.35
2025-07-20 17:44:02.293211,23.0,83.0,0.497,0.547,1.17
2025-07-20 17:44:02.293211,23.0,83.5,0.601,0.661,1.28
2025-07-20 17:44:02.293211,23.0,84.0,0.408,0.449,1.4
2025-07-20 17:44:02.293211,23.0,84.5,0.723,0.795,1.22
2025-07-20 17:44:02.293211,23.0,85.0,0.464,0.51,1.31
2025-07-20 17:44:02.293211,23.0,85.5,0.63,0.693,1.56
2025-07-20 17:44:02.293211,23.0,86.0,0.562,0.618,1.13
2025-07-20 17:44:02.293211,23.0,86.5,0.526,0.579,1.14
2025-07-20 17:44:02.293211,23.0,87.0,0.452,0.497,1.07
2025-07-20 17:44:02.293211,23.0,87.5,0.494,0.543,1.27
2025-07-20 17:44:02.293211,23.0,88.0,0.549,0.604,1.31
2025-07-20 17:44:02.293211,23.0,88.5,0.511,0.562,1.13
2025-07-20 17:44:02.293211,23.0,89.0,0.553,0.608,1.53
2025-07-20 17:44:02.293211,23.0,89.5,0.528,0.581,0.75
2025-07-20 17:44:02.293211,23.0,90.0,0.506,0.556,1.2
2025-07-20 17:44:02.293211,23.0,90.5,0.372,0.409,1.07
2025-07-20 17:44:02.293211,23.0,91.0,0.439,0.483,1.35
2025-07-20 17:44:02.293211,23.0,91.5,0.657,0.722,1.02
2025-07-20 17:44:02.293211,23.0,92.0,0.445,0.49,1.19
2025-07-20 17:44:02.293211,23.0,92.5,0.639,0.703,1.45
2025-07-20 17:44:02.293211,23.0,93.0,0.656,0.722,1.6
2025-07-20 17:44:02.293211,23.0,93.5,0.584,0.643,0.83
2025-07-20 17:44:02.293211,23.0,94.0,0.571,0.629,0.98
2025-07-20 17:44:02.293211,23.0,94.5,0.578,0.635,1.19
2025-07-20 17:44:02.293211,23.0,95.0,0.619,0.68,1.38
2025-07-20 17:44:02.293211,23.0,95.5,0.508,0.558,1.24
2025-07-20 17:44:02.293211,23.0,96.0,0.481,0.529,1.07
2025-07-20 17:44:02.293211,23.0,96.5,0.616,0.678,1.18
2025-07-20 17:44:02.293211,23.0,97.0,0.591,0.65,0.89
2025-07-20 17:44:02.293211,23.5,68.0,0.704,0.775,0.99
2025-07-20 17:44:02.293211,23.5,68.5,0.586,0.645,1.31
2025-07-20 17:44:02.293211,23.5,69.0,0.435,0.478,1.33
2025-07-20 17:44:02.293211,23.5,69.5,0.659,0.724,1.32
2025-07-20 17:44:02.293211,23.5,70.0,0.487,0.535,1.13
2025-07-20 17:44:02.293211,23.5,70.5,0.564,0.621,1.09
2025-07-20 17:44:02.293211,23.5,71.0,0.615,0.677,1.37
2025-07-20 17:44:02.293211,23.5,71.5,0.636,0.7,1.08
2025-07-20 17:44:02.293211,23.5,72.0,0.57,0.627,1.29
2025-07-20 17:44:02.293211,23.5,72.5,0.506,0.556,1.23
2025-07-20 17:44:02.293211,23.5,73.0,0.628,0.691,1.09
2025-07-20 17:44:02.293211,23.5,73.5,0.7,0.77,1.07
2025-07-20 17:44:02.293211,23.5,74.0,0.549,0.604,1.09
2025-07-20 17:44:02.293211,23.5,74.5,0.572,0.629,1.28
2025-07-20 17:44:02.293211,23.5,75.0,0.429,0.472,1.58
2025-07-20 17:44:02.293211,23.5,75.5,0.532,0.585,1.1
2025-07-20 17:44:02.293211,23.5,76.0,0.541,0.596,0.92
2025-07-20 17:44:02.293211,23.5,76.5,0.539,0.593,1.1
2025-07-20 17:44:02.293211,23.5,77.0,0.483,0.531,1.16
2025-07-20 17:44:02.293211,23.5,77.5,0.439,0.483,1.31
2025-07-20 17:44:02.293211,23.5,78.0,0.497,0.547,1.08
2025-07-20 17:44:02.293211,23.5,78.5,0.508,0.559,1.04
2025-07-20 17:44:02.293211,23.5,79.0,0.471,0.518,0.71
2025-07-20 17:44:02.293211,23.5,79.5,0.489,0.538,0.91
2025-07-20 17:44:02.293211,23.5,80.0,0.6,0.66,0.93
2025-07-20 17:44:02.293211,23.5,80.5,0.624,0.686,1.14
2025-07-20 17:44:02.293211,23.5,81.0,0.739,0.813,1.33
2025-07-20 17:44:02.293211,23.5,81.5,0.641,0.705,0.9
2025-07-20 17:44:02.293211,23.5,82.0,0.619,0.681,0.84
2025-07-20 17:44:02.293211,23.5,82.5,0.527,0.58,1.33
2025-07-20 17:44:02.293211,23.5,83.0,0.532,0.585,1.21
2025-07-20 17:44:02.293211,23.5,83.5,0.647,0.711,1.38
2025-07-20 17:44:02.293211,23.5,84.0,0.689,0.758,0.95
2025-07-20 17:44:02.293211,23.5,84.5,0.511,0.562,1.2
2025-07-20 17:44:02.293211,23.5,85.0,0.484,0.532,0.71
2025-07-20 17:44:02.293211,23.5,85.5,0.425,0.468,1.31
2025-07-20 17:44:02.293211,23.5,86.0,0.642,0.706,0.86
2025-07-20 17:44:02.293211,23.5,86.5,0.708,0.779,1.2
2025-07-20 17:44:02.293211,23.5,87.0,0.462,0.508,0.96
2025-07-20 17:44:02.293211,23.5,87.5,0.519,0.571,1.18
2025-07-20 17:44:02.293211,23.5,88.0,0.42,0.462,1.26
2025-07-20 17:44:02.293211,23.5,88.5,0.578,0.636,1.01
2025-07-20 17:44:02.293211,23.5,89.0,0.327,0.36,1.18
2025-07-20 17:44:02.293211,23.5,89.5,0.438,0.482,1.03
2025-07-20 17:44:02.293211,23.5,90.0,0.516,0.568,1.45
2025-07-20 17:44:02.293211,23.5,90.5,0.479,0.527,0.64
2025-07-20 17:44:02.293211,23.5,91.0,0.562,0.618,1.21
2025-07-20 17:44:02.293211,23.5,91.5,0.578,0.636,1.16
2025-07-20 17:44:02.293211,23.5,92.0,0.46,0.506,1.24
2025-07-20 17:44:02.293211,23.5,92.5,0.807,0.888,1.3
2025-07-20 17:44:02.293211,23.5,93.0,0.578,0.635,0.98
2025-07-20 17:44:02.293211,23.5,93.5,0.651,0.716,1.12
2025-07-20 17:44:02.293211,23.5,94.0,0.512,0.563,1.26
2025-07-20 17:44:02.293211,23.5,94.5,0.744,0.818,1.03
2025-07-20 17:44:02.293211,23.5,95.0,0.553,0.608,1.05
2025-07-20 17:44:02.293211,23.5,95.5,0.865,0.951,1.14
2025-07-20 17:44:02.293211,23.5,96.0,0.658,0.723,0.87
2025-07-20 17:44:02.293211,23.5,96.5,0.516,0.568,1.01
2025-07-20 17:44:02.293211,23.5,97.0,0.563,0.62,1.04
2025-07-20 17:44:02.293211,24.0,68.0,0.738,0.811,0.9
2025-07-20 17:44:02.293211,24.0,68.5,0.444,0.489,1.21
2025-07-20 17:44:02.293211,24.0,69.0,0.283,0.311,1.39
2025-07-20 17:44:02.293211,24.0,69.5,0.576,0.634,1.38
2025-07-20 17:44:02.293211,24.0,70.0,0.645,0.71,1.27
2025-07-20 17:44:02.293211,24.0,70.5,0.489,0.538,1.18
2025-07-20 17:44:02.293211,24.0,71.0,0.676,0.743,1.36
2025-07-20 17:44:02.293211,24.0,71.5,0.678,0.746,1.14
2025-07-20 17:44:02.293211,24.0,72.0,0.572,0.629,1.48
2025-07-20 17:44:02.293211,24.0,72.5,0.469,0.515,1.08
2025-07-20 17:44:02.293211,24.0,73.0,0.564,0.621,1.35
2025-07-20 17:44:02.293211,24.0,73.5,0.615,0.677,1.51
2025-07-20 17:44:02.293211,24.0,74.0,0.695,0.765,1.16
2025-07-20 17:44:02.293211,24.0,74.5,0.679,0.747,1.13
2025-07-20 17:44:02.293211,24.0,75.0,0.665,0.731,1.31
2025-07-20 17:44:02.293211,24.0,75.5,0.526,0.579,1.02
2025-07-20 17:44:02.293211,24.0,76.0,0.642,0.706,1.37
2025-07-20 17:44:02.293211,24.0,76.5,0.617,0.678,1.21
2025-07-20 17:44:02.293211,24.0,77.0,0.564,0.621,1.26
2025-07-20 17:44:02.293211,24.0,77.5,0.568,0.625,1.06
2025-07-20 17:44:02.293211,24.0,78.0,0.59,0.649,1.19
2025-07-20 17:44:02.293211,24.0,78.5,0.58,0.638,1.37
2025-07-20 17:44:02.293211,24.0,79.0,0.585,0.643,1.4
2025-07-20 17:44:02.293211,24.0,79.5,0.587,0.645,1.35
2025-07-20 17:44:02.293211,24.0,80.0,0.586,0.645,1.23
2025-07-20 17:44:02.293211,24.0,80.5,0.441,0.485,0.88
2025-07-20 17:44:02.293211,24.0,81.0,0.671,0.738,1.15
2025-07-20 17:44:02.293211,24.0,81.5,0.522,0.574,0.86
2025-07-20 17:44:02.293211,24.0,82.0,0.71,0.781,1.29
2025-07-20 17:44:02.293211,24.0,82.5,0.632,0.695,1.4
2025-07-20 17:44:02.293211,24.0,83.0,0.52,0.572,1.0
2025-07-20 17:44:02.293211,24.0,83.5,0.571,0.628,1.01
2025-07-20 17:44:02.293211,24.0,84.0,0.63,0.693,1.33
2025-07-20 17:44:02.293211,24.0,84.5,0.794,0.873,1.25
2025-07-20 17:44:02.293211,24.0,85.0,0.683,0.752,1.03
2025-07-20 17:44:02.293211,24.0,85.5,0.41,0.45,1.18
2025-07-20 17:44:02.293211,24.0,86.0,0.6,0.66,1.19
2025-07-20 17:44:02.293211,24.0,86.5,0.564,0.62,1.19
2025-07-20 17:44:02.293211,24.0,87.0,0.498,0.547,1.15
2025-07-20 17:44:02.293211,24.0,87.5,0.616,0.677,1.07
2025-07-20 17:44:02.293211,24.0,88.0,0.626,0.689,1.43
2025-07-20 17:44:02.293211,24.0,88.5,0.537,0.591,1.52
2025-07-20 17:44:02.293211,24.0,89.0,0.486,0.534,1.03
2025-07-20 17:44:02.293211,24.0,89.5,0.68,0.748,1.28
2025-07-20 17:44:02.293211,24.0,90.0,0.558,0.614,0.93
2025-07-20 17:44:02.293211,24.0,90.5,0.58,0.638,1.17
2025-07-20 17:44:02.293211,24.0,91.0,0.397,0.436,1.15
2025-07-20 17:44:02.293211,24.0,91.5,0.559,0.615,1.14
2025-07-20 17:44:02.293211,24.0,92.0,0.694,0.764,1.57
2025-07-20 17:44:02.293211,24.0,92.5,0.446,0.49,1.11
2025-07-20 17:44:02.293211,24.0,93.0,0.589,0.647,1.06
2025-07-20 17:44:02.293211,24.0,93.5,0.422,0.464,1.03
2025-07-20 17:44:02.293211,24.0,94.0,0.659,0.725,1.14
2025-07-20 17:44:02.293211,24.0,94.5,0.613,0.674,0.9
2025-07-20 17:44:02.293211,24.0,95.0,0.718,0.79,1.21
2025-07-20 17:44:02.293211,24.0,95.5,0.688,0.757,1.29
2025-07-20 17:44:02.293211,24.0,96.0,0.41,0.451,1.49
2025-07-20 17:44:02.293211,24.0,96.5,0.691,0.76,0.99
2025-07-20 17:44:02.293211,24.0,97.0,0.698,0.767,1.32
2025-07-20 17:44:02.293211,24.5,68.0,0.687,0.756,0.95
2025-07-20 17:44:02.293211,24.5,68.5,0.621,0.683,1.13
2025-07-20 17:44:02.293211,24.5,69.0,0.566,0.623,1.11
2025-07-20 17:44:02.293211,24.5,69.5,0.757,0.832,1.14
2025-07-20 17:44:02.293211,24.5,70.0,0.674,0.742,1.1
2025-07-20 17:44:02.293211,24.5,70.5,0.524,0.577,0.8
2025-07-20 17:44:02.293211,24.5,71.0,0.667,0.734,0.87
2025-07-20 17:44:02.293211,24.5,71.5,0.624,0.687,0.9
2025-07-20 17:44:02.293211,24.5,72.0,0.524,0.577,1.21
2025-07-20 17:44:02.293211,24.5,72.5,0.512,0.564,1.17
2025-07-20 17:44:02.293211,24.5,73.0,0.677,0.745,0.9
2025-07-20 17:44:02.293211,24.5,73.5,0.986,1.085,1.44
2025-07-20 17:44:02.293211,24.5,74.0,0.686,0.754,1.35
2025-07-20 17:44:02.293211,24.5,74.5,0.656,0.721,1.39
2025-07-20 17:44:02.293211,24.5,75.0,0.638,0.702,1.45
2025-07-20 17:44:02.293211,24.5,75.5,0.623,0.686,1.36
2025-07-20 17:44:02.293211,24.5,76.0,0.466,0.513,1.13
2025-07-20 17:44:02.293211,24.5,76.5,0.705,0.775,1.31
2025-07-20 17:44:02.293211,24.5,77.0,0.466,0.513,1.12
2025-07-20 17:44:02.293211,24.5,77.5,0.842,0.926,0.93
2025-07-20 17:44:02.293211,24.5,78.0,0.455,0.5,1.12
2025-07-20 17:44:02.293211,24.5,78.5,0.653,0.719,1.44
2025-07-20 17:44:02.293211,24.5,79.0,0.767,0.844,1.06
2025-07-20 17:44:02.293211,24.5,79.5,0.666,0.732,1.02
2025-07-20 17:44:02.293211,24.5,80.0,0.492,0.541,1.32
2025-07-20 17:44:02.293211,24.5,80.5,0.664,0.731,1.25
2025-07-20 17:44:02.293211,24.5,81.0,0.555,0.61,1.05
2025-07-20 17:44:02.293211,24.5,81.5,0.641,0.705,0.92
2025-07-20 17:44:02.293211,24.5,82.0,0.391,0.431,1.46
2025-07-20 17:44:02.293211,24.5,82.5,0.695,0.764,1.2
2025-07-20 17:44:02.293211,24.5,83.0,0.673,0.74,1.51
2025-07-20 17:44:02.293211,24.5,83.5,0.586,0.645,1.36
2025-07-20 17:44:02.293211,24.5,84.0,0.648,0.713,1.09
2025-07-20 17:44:02.293211,24.5,84.5,0.656,0.721,1.33
2025-07-20 17:44:02.293211,24.5,85.0,0.562,0.618,1.15
2025-07-20 17:44:02.293211,24.5,85.5,0.649,0.714,1.19
2025-07-20 17:44:02.293211,24.5,86.0,0.721,0.793,1.37
2025-07-20 17:44:02.293211,24.5,86.5,0.694,0.763,1.19
2025-07-20 17:44:02.293211,24.5,87.0,0.572,0.63,1.19
2025-07-20 17:44:02.293211,24.5,87.5,0.573,0.63,0.96
2025-07-20 17:44:02.293211,24.5,88.0,0.682,0.75,1.45
2025-07-20 17:44:02.293211,24.5,88.5,0.627,0.69,1.34
2025-07-20 17:44:02.293211,24.5,89.0,0.738,0.812,1.23
2025-07-20 17:44:02.293211,24.5,89.5,0.454,0.499,1.02
2025-07-20 17:44:02.293211,24.5,90.0,0.874,0.961,1.38
2025-07-20 17:44:02.293211,24.5,90.5,0.902,0.992,1.46
2025-07-20 17:44:02.293211,24.5,91.0,0.593,0.652,1.04
2025-07-20 17:44:02.293211,24.5,91.5,0.698,0.768,1.34
2025-07-20 17:44:02.293211,24.5,92.0,0.704,0.774,1.12
2025-07-20 17:44:02.293211,24.5,92.5,0.499,0.549,1.11
2025-07-20 17:44:02.293211,24.5,93.0,0.663,0.73,1.24
2025-07-20 17:44:02.293211,24.5,93.5,0.731,0.804,1.3
2025-07-20 17:44:02.293211,24.5,94.0,0.67,0.737,1.17
2025-07-20 17:44:02.293211,24.5,94.5,0.79,0.869,1.17
2025-07-20 17:44:02.293211,24.5,95.0,0.676,0.744,0.99
2025-07-20 17:44:02.293211,24.5,95.5,0.755,0.83,1.09
2025-07-20 17:44:02.293211,24.5,96.0,0.559,0.615,0.9
2025-07-20 17:44:02.293211,24.5,96.5,0.669,0.736,1.06
2025-07-20 17:44:02.293211,24.5,97.0,0.581,0.639,1.46
2025-07-20 17:44:02.293211,25.0,68.0,0.719,0.791,1.22
2025-07-20 17:44:02.293211,25.0,68.5,0.649,0.714,1.02
2025-07-20 17:44:02.293211,25.0,69.0,0.775,0.853,1.62
2025-07-20 17:44:02.293211,25.0,69.5,0.501,0.551,1.46
2025-07-20 17:44:02.293211,25.0,70.0,0.707,0.777,1.46
2025-07-20 17:44:02.293211,25.0,70.5,0.638,0.702,1.24
2025-07-20 17:44:02.293211,25.0,71.0,0.692,0.761,1.24
2025-07-20 17:44:02.293211,25.0,71.5,0.582,0.64,1.32
2025-07-20 17:44:02.293211,25.0,72.0,0.663,0.729,1.08
2025-07-20 17:44:02.293211,25.0,72.5,0.701,0.771,1.26
2025-07-20 17:44:02.293211,25.0,73.0,0.609,0.669,1.26
2025-07-20 17:44:02.293211,25.0,73.5,0.76,0.836,1.25
2025-07-20 17:44:02.293211,25.0,74.0,0.805,0.885,1.25
2025-07-20 17:44:02.293211,25.0,74.5,0.622,0.685,1.22
2025-07-20 17:44:02.293211,25.0,75.0,0.704,0.775,1.14
2025-07-20 17:44:02.293211,25.0,75.5,0.767,0.844,1.3
2025-07-20 17:44:02.293211,25.0,76.0,0.701,0.771,1.18
2025-07-20 17:44:02.293211,25.0,76.5,0.658,0.724,1.2
2025-07-20 17:44:02.293211,25.0,77.0,0.55,0.605,1.33
2025-07-20 17:44:02.293211,25.0,77.5,0.607,0.667,1.67
2025-07-20 17:44:02.293211,25.0,78.0,0.611,0.672,1.07
2025-07-20 17:44:02.293211,25.0,78.5,0.479,0.527,0.73
2025-07-20 17:44:02.293211,25.0,79.0,0.544,0.599,1.19
2025-07-20 17:44:02.293211,25.0,79.5,0.488,0.537,1.21
2025-07-20 17:44:02.293211,25.0,80.0,0.565,0.622,0.96
2025-07-20 17:44:02.293211,25.0,80.5,0.625,0.688,1.35
2025-07-20 17:44:02.293211,25.0,81.0,0.648,0.713,1.24
2025-07-20 17:44:02.293211,25.0,81.5,0.599,0.658,1.51
2025-07-20 17:44:02.293211,25.0,82.0,0.75,0.825,1.14
2025-07-20 17:44:02.293211,25.0,82.5,0.587,0.646,1.26
2025-07-20 17:44:02.293211,25.0,83.0,0.683,0.751,1.12
2025-07-20 17:44:02.293211,25.0,83.5,0.662,0.728,1.08
2025-07-20 17:44:02.293211,25.0,84.0,0.591,0.65,1.07
2025-07-20 17:44:02.293211,25.0,84.5,0.584,0.642,0.99
2025-07-20 17:44:02.293211,25.0,85.0,0.54,0.594,1.08
2025-07-20 17:44:02.293211,25.0,85.5,0.618,0.68,1.38
2025-07-20 17:44:02.293211,25.0,86.0,0.693,0.762,1.47
2025-07-20 17:44:02.293211,25.0,86.5,0.64,0.704,1.32
2025-07-20 17:44:02.293211,25.0,87.0,0.609,0.67,1.19
2025-07-20 17:44:02.293211,25.0,87.5,0.647,0.712,0.77
2025-07-20 17:44:02.293211,25.0,88.0,0.65,0.715,0.95
2025-07-20 17:44:02.293211,25.0,88.5,0.718,0.79,1.06
2025-07-20 17:44:02.293211,25.0,89.0,0.724,0.797,0.92
2025-07-20 17:44:02.293211,25.0,89.5,0.614,0.675,1.26
2025-07-20 17:44:02.293211,25.0,90.0,0.711,0.782,1.38
2025-07-20 17:44:02.293211,25.0,90.5,0.624,0.686,0.94
2025-07-20 17:44:02.293211,25.0,91.0,0.656,0.722,1.32
2025-07-20 17:44:02.293211,25.0,91.5,0.79,0.869,1.15
2025-07-20 17:44:02.293211,25.0,92.0,0.742,0.817,1.13
2025-07-20 17:44:02.293211,25.0,92.5,0.572,0.629,1.25
2025-07-20 17:44:02.293211,25.0,93.0,0.711,0.782,1.09
2025-07-20 17:44:02.293211,25.0,93.5,0.554,0.609,1.14
2025-07-20 17:44:02.293211,25.0,94.0,0.503,0.553,0.98
2025-07-20 17:44:02.293211,25.0,94.5,0.904,0.994,0.95
2025-07-20 17:44:02.293211,25.0,95.0,0.514,0.565,1.59
2025-07-20 17:44:02.293211,25.0,95.5,0.553,0.608,0.96
2025-07-20 17:44:02.293211,25.0,96.0,0.62,0.682,0.98
2025-07-20 17:44:02.293211,25.0,96.5,0.782,0.861,1.05
2025-07-20 17:44:02.293211,25.0,97.0,0.605,0.665,1.15
2025-07-20 17:44:02.293211,25.5,68.0,0.693,0.762,1.13
2025-07-20 17:44:02.293211,25.5,68.5,0.675,0.742,1.22
2025-07-20 17:44:02.293211,25.5,69.0,0.588,0.647,1.22
2025-07-20 17:44:02.293211,25.5,69.5,0.73,0.804,1.36
2025-07-20 17:44:02.293211,25.5,70.0,0.695,0.765,1.25
2025-07-20 17:44:02.293211,25.5,70.5,0.742,0.817,1.05
2025-07-20 17:44:02.293211,25.5,71.0,0.654,0.719,1.24
2025-07-20 17:44:02.293211,25.5,71.5,0.678,0.746,1.14
2025-07-20 17:44:02.293211,25.5,72.0,0.7,0.77,1.45
2025-07-20 17:44:02.293211,25.5,72.5,0.629,0.692,1.55
2025-07-20 17:44:02.293211,25.5,73.0,0.734,0.808,1.32
2025-07-20 17:44:02.293211,25.5,73.5,0.794,0.874,1.33
2025-07-20 17:44:02.293211,25.5,74.0,0.641,0.705,1.3
2025-07-20 17:44:02.293211,25.5,74.5,0.678,0.746,1.04
2025-07-20 17:44:02.293211,25.5,75.0,0.776,0.853,1.19
2025-07-20 17:44:02.293211,25.5,75.5,0.677,0.744,1.02
2025-07-20 17:44:02.293211,25.5,76.0,0.6,0.66,1.57
2025-07-20 17:44:02.293211,25.5,76.5,0.625,0.687,1.2
2025-07-20 17:44:02.293211,25.5,77.0,0.393,0.432,0.89
2025-07-20 17:44:02.293211,25.5,77.5,0.628,0.691,1.28
2025-07-20 17:44:02.293211,25.5,78.0,0.714,0.786,1.36
2025-07-20 17:44:02.293211,25.5,78.5,0.77,0.847,1.07
2025-07-20 17:44:02.293211,25.5,79.0,0.883,0.972,1.05
2025-07-20 17:44:02.293211,25.5,79.5,0.777,0.854,1.36
2025-07-20 17:44:02.293211,25.5,80.0,0.691,0.76,1.45
2025-07-20 17:44:02.293211,25.5,80.5,0.513,0.564,1.17
